date,connect_code,rank,rating,wins,losses
2023-10-30 11:39:24.381261,SHOOP#0,Platinum 2,1890.35,206,192
2023-10-30 11:39:24.924691,LILY#514,Silver 1,1075.10,18,23
2023-10-30 11:39:25.402897,PROC#532,Silver 1,1100.00,0,0
2023-10-30 11:39:25.948609,LYN#276,Silver 1,1100.00,0,0
2023-10-30 11:39:26.562932,FART#325,Silver 1,1100.00,0,0
2023-10-30 11:39:27.074932,KDOT#715,Silver 1,1100.00,0,0
2023-10-30 11:39:27.587125,LURK#452,Silver 1,1100.00,0,0
2023-10-30 11:39:28.099220,CHIR#779,Silver 1,1100.00,0,0
2023-10-30 11:39:28.611331,POOB#458,Silver 1,1100.00,0,0
2023-10-30 11:39:29.123023,LABO#460,Silver 1,1086.45,9,16
2023-10-30 11:39:29.634860,BIRD#893,Silver 1,1100.00,0,0
2023-10-30 11:39:30.194467,GNOM#476,Bronze 3,1020.62,2,6
2023-10-30 11:39:30.907564,PIG#605,Silver 1,1100.00,0,0
2023-10-30 11:39:31.479347,GOD#740,Silver 1,1100.00,0,0
2023-10-30 11:39:32.092614,MIIT#541,Silver 2,1265.30,27,35
2023-10-30 11:39:32.615330,DOGG#635,Silver 1,1100.00,0,0
2023-10-30 11:39:33.218884,GANO#623,Gold 1,1438.79,96,94
2023-10-30 11:39:33.833265,NUTT#872,Silver 1,1100.00,0,0
2023-10-30 11:39:34.346597,BOCO#103,Bronze 3,1001.14,6,11
2023-10-30 11:39:34.857652,RENN#711,Silver 1,1100.00,0,0
2023-10-30 11:39:35.369801,YGK#851,Bronze 3,914.31,5,11
2023-10-30 11:39:35.896131,ARC#192,Bronze 1,762.50,4,19
2023-10-30 11:39:36.355690,LDOG#962,Silver 1,1100.00,0,0
2023-10-30 11:39:37.008055,JHOL#462,Silver 1,1100.00,0,0
2023-10-30 11:39:37.520057,ZAYA#952,Bronze 1,536.52,5,42
2023-10-30 11:39:37.974300,DOT#818,Silver 1,1100.00,0,0
2023-10-30 11:39:38.434742,BOGA#604,Silver 1,1100.00,0,0
2023-10-30 11:39:38.950550,JEUN#816,Silver 1,1100.00,0,0
2023-10-30 11:39:39.466905,JOHN#302,Silver 1,1100.00,0,0
2023-10-30 11:39:39.978099,RED#944,Silver 1,1100.00,0,0
2023-10-30 11:39:40.447795,NICE#140,Silver 1,1100.00,0,0
2023-10-30 11:39:41.207310,TIM#109,Silver 1,1100.00,0,0
2023-10-30 11:39:41.924286,TEZ#298,Silver 1,1100.00,0,0
2023-10-30 11:39:42.436228,BENT#349,Silver 1,1097.48,1,3
2023-10-30 11:39:42.953854,CLO#170,Silver 1,1100.00,0,0
2023-10-30 11:39:43.446229,XOST#657,Silver 1,1100.00,0,0
2023-10-30 11:39:44.278841,FRST#750,Silver 1,1100.00,0,0
2023-10-30 11:39:44.788856,DISG#808,Bronze 3,999.88,6,14
2023-10-30 11:39:45.443780,SHAY#127,Silver 1,1175.24,8,9
2023-10-30 11:39:46.054917,CHAM#874,Silver 1,1100.00,0,0
2023-10-30 11:39:46.634188,ZDAN#976,Silver 1,1100.00,0,0
2023-10-30 11:39:47.248375,COOP#886,Silver 1,1100.00,0,0
2023-10-30 11:39:47.863937,EPIZ#960,Silver 1,1100.00,0,0
2023-10-30 11:39:48.477385,MRAC#645,Silver 1,1100.00,0,0
2023-10-30 11:39:49.356315,LAME#993,Bronze 1,711.77,7,27
2023-10-30 11:39:49.913255,DANK#231,Bronze 3,917.96,2,7
2023-10-30 11:39:50.732978,EVE#299,Silver 1,1100.00,0,0
2023-10-30 11:39:51.412814,FAIL#592,Bronze 3,1020.96,0,1
2023-10-30 11:39:51.974283,GABA#123,Bronze 3,947.24,22,48
2023-10-30 11:39:52.567351,TPH#635,Silver 1,1100.00,0,0
2023-10-30 11:39:53.086210,EZIE#345,Silver 1,1100.00,0,0
2023-10-30 11:39:53.700312,BUM#190,Silver 1,1100.00,0,0
2023-10-30 11:39:54.400606,PINK#370,Silver 1,1100.00,0,0
2023-10-30 11:39:55.032018,MOON#601,Silver 1,1100.00,0,0
2023-10-30 11:39:55.632085,BROC#542,Bronze 2,818.80,3,15
2023-10-30 11:39:56.259830,RIP#710,Silver 1,1100.00,0,0
2023-10-30 11:39:56.874345,FATE#507,Bronze 1,650.28,0,15
2023-10-30 11:39:57.489238,OG#986,Silver 1,1094.39,1,4
2023-10-30 11:39:58.308046,AMBR#838,Silver 2,1205.64,24,31
2023-10-30 11:39:58.809855,JUST#527,Silver 1,1100.00,0,0
2023-10-30 11:39:59.314977,PFK#231,Gold 1,1492.84,55,47
2023-10-30 11:40:00.254090,OGKH#599,Silver 1,1100.00,0,0
2023-10-30 11:40:01.325472,BYLT#333,Silver 1,1163.54,5,6
2023-10-30 11:40:02.069043,ETHO#469,Silver 1,1100.00,0,0
2023-10-30 11:40:02.901665,DANK#720,Silver 2,1252.70,21,23
2023-10-30 11:40:03.735622,POO#934,Silver 2,1207.16,1,0
2023-10-30 11:40:04.219278,LUA#701,Bronze 3,963.19,1,6
2023-10-30 11:40:04.756955,LVCK#786,Silver 1,1100.00,0,0
2023-10-30 11:40:05.374022,CHOC#916,Silver 1,1100.00,0,0
2023-10-30 11:40:06.035085,FLAM#618,Silver 1,1100.00,0,0
2023-10-30 11:40:06.602628,MILK#744,Silver 1,1084.98,2,6
2023-10-30 11:40:07.249487,SHUP#791,Silver 1,1100.00,0,0
2023-10-30 11:40:07.805204,HUGZ#267,Silver 1,1100.00,0,0
2023-10-30 11:40:08.344550,ZEST#698,Silver 1,1100.00,0,0
2023-10-30 11:40:08.855321,FFBB#750,Silver 1,1119.47,49,68
2023-10-30 11:40:09.469902,SAND#862,Silver 1,1100.00,0,0
2023-10-30 11:40:10.159943,JOSH#941,Silver 1,1100.00,0,0
2023-10-30 11:40:10.794719,JUIC#679,Silver 1,1100.00,0,0
2023-10-30 11:40:11.417480,DEAD#846,Silver 1,1100.00,0,0
2023-10-30 11:40:11.927617,OLI#719,Platinum 2,1912.81,109,75
2023-10-30 11:40:12.542166,RAGE#283,Silver 1,1100.00,0,0
2023-10-30 11:40:13.156526,SYL#137,Silver 1,1100.00,0,0
2023-10-30 11:40:13.641179,KHAN#240,Silver 1,1100.00,0,0
2023-10-30 11:40:14.385485,CONV#580,Silver 1,1100.00,0,0
2023-10-30 11:40:15.002518,ALAD#944,Silver 1,1100.00,0,0
2023-10-30 11:40:15.512675,ZEKE#0,Silver 1,1100.00,0,0
2023-10-30 11:40:16.023538,JEFF#409,Bronze 3,926.63,6,16
2023-10-30 11:40:16.843478,OP#255,Bronze 3,1028.99,0,2
2023-10-30 11:40:17.457652,ALD#999,Silver 1,1134.50,5,6
2023-10-30 11:40:18.071869,BORG#974,Silver 1,1100.00,0,0
2023-10-30 11:40:18.686080,SSMG#335,Silver 1,1100.00,0,0
2023-10-30 11:40:19.198237,YOTA#962,Bronze 2,810.31,21,53
2023-10-30 11:40:19.710607,FLIC#925,Gold 1,1453.81,354,367
2023-10-30 11:40:20.358893,JACK#548,Silver 1,1058.48,0,1
2023-10-30 11:40:20.939193,MRPI#482,Silver 3,1388.96,10,9
2023-10-30 11:40:21.758568,WUNG#566,Silver 1,1100.00,0,0
2023-10-30 11:40:22.270454,YYX#463,Silver 1,1100.00,0,0
2023-10-30 11:40:22.881970,CROW#280,Silver 1,1100.00,0,0
2023-10-30 11:40:23.520077,ZIOY#768,Silver 1,1100.00,0,0
2023-10-30 11:40:24.113992,UNCL#918,Bronze 3,1013.04,2,5
2023-10-30 11:40:24.830868,YEST#990,Silver 1,1100.00,0,0
2023-10-30 11:40:25.352429,FUSH#381,Silver 1,1100.00,0,0
2023-10-30 11:40:26.219975,WOOL#655,Gold 1,1464.95,176,163
2023-10-30 11:40:26.725076,MIKE#258,Bronze 2,811.18,0,9
2023-10-30 11:40:27.493012,BXB#299,Bronze 3,1047.05,0,2
2023-10-30 11:40:28.005203,WACK#311,Silver 1,1100.00,0,0
2023-10-30 11:40:28.517252,DYRO#150,Bronze 3,1033.74,3,6
2023-10-30 11:40:29.005485,JOPA#610,Silver 1,1100.00,0,0
2023-10-30 11:40:29.540987,SOTM#381,Silver 1,1100.00,0,0
2023-10-30 11:40:30.053737,CRUZ#515,Silver 1,1100.00,0,0
2023-10-30 11:40:30.564918,UNCU#840,Silver 1,1100.00,0,0
2023-10-30 11:40:31.281753,CO#217,Silver 1,1100.00,0,0
2023-10-30 11:40:31.898057,GUIB#896,Silver 1,1100.00,0,0
2023-10-30 11:40:32.510400,COIX#638,Bronze 1,728.21,0,13
2023-10-30 11:40:33.065001,PIO#374,Silver 1,1100.00,0,0
2023-10-30 11:40:33.637125,BALD#258,Silver 1,1100.00,0,0
2023-10-30 11:40:34.353994,RADZ#485,Silver 1,1100.00,0,0
2023-10-30 11:40:34.862954,NANO#703,Silver 1,1100.00,0,0
2023-10-30 11:40:35.533726,GOOPY#1,Platinum 2,1904.80,117,97
2023-10-30 11:40:36.041793,JUN#439,Bronze 3,933.38,1,7
2023-10-30 11:40:36.736329,YUI#887,Silver 1,1100.00,0,0
2023-10-30 11:40:37.448782,JEJ#263,Silver 1,1100.00,0,0
2023-10-30 11:40:38.044898,TEXT#940,Bronze 3,962.61,17,32
2023-10-30 11:40:38.784824,HASH#688,Silver 1,1100.00,0,0
2023-10-30 11:40:39.449220,BOHD#995,Silver 1,1100.00,0,0
2023-10-30 11:40:39.986006,HESP#647,Silver 1,1100.00,0,0
2023-10-30 11:40:40.805363,CMCC#248,Silver 1,1100.00,0,0
2023-10-30 11:40:41.522358,DEEZ#420,Grandmaster,2436.98,35,7
2023-10-30 11:40:42.034403,CBD#861,Silver 1,1100.00,0,0
2023-10-30 11:40:42.630702,FRO#869,Silver 1,1100.00,0,0
2023-10-30 11:40:43.194576,ZNOT#653,Silver 1,1100.00,0,0
2023-10-30 11:40:44.089725,MNTA#868,Silver 1,1182.52,73,76
2023-10-30 11:40:44.747995,KNZN#551,Silver 1,1130.58,8,12
2023-10-30 11:40:45.413592,PHOE#465,Silver 1,1100.00,0,0
2023-10-30 11:40:46.130600,NNEN#448,Silver 1,1100.00,0,0
2023-10-30 11:40:46.940985,PHAT#186,Silver 1,1100.00,0,0
2023-10-30 11:40:48.588347,ANTI#108,Silver 1,1100.00,0,0
2023-10-30 11:40:49.612127,OPDI#814,Silver 1,1100.00,0,0
2023-10-30 11:40:50.285009,CORK#763,Silver 1,1100.00,0,0
2023-10-30 11:40:50.943358,DVAI#137,Silver 1,1100.00,0,0
2023-10-30 11:40:51.605047,CP#189,Silver 1,1100.00,0,0
2023-10-30 11:40:52.238711,TSP#492,Silver 1,1100.00,0,0
2023-10-30 11:40:52.744706,ROLL#718,Gold 1,1459.27,28,25
2023-10-30 11:40:53.488167,JAKE#250,Silver 1,1100.00,0,0
2023-10-30 11:40:54.015535,CHOM#487,Gold 2,1649.49,49,54
2023-10-30 11:40:54.732363,WAVE#655,Bronze 3,986.19,0,5
2023-10-30 11:40:55.346806,DOSV#198,Silver 1,1100.00,0,0
2023-10-30 11:40:55.941725,GOD#332,Silver 1,1090.48,40,47
2023-10-30 11:40:56.501643,EPIC#977,Silver 1,1100.00,0,0
2023-10-30 11:40:57.098822,MRMA#606,Silver 1,1100.00,0,0
2023-10-30 11:40:57.635311,TLTD#771,Silver 1,1100.00,0,0
2023-10-30 11:40:58.115894,LWD#250,Bronze 3,1009.19,1,4
2023-10-30 11:40:58.581091,MADP#785,Silver 1,1100.00,0,0
2023-10-30 11:40:59.046049,JD#850,Bronze 2,850.54,1,9
2023-10-30 11:40:59.551010,BILD#251,Silver 1,1100.00,0,0
2023-10-30 11:41:00.041640,ATOM#415,Silver 1,1100.00,0,0
2023-10-30 11:41:00.682729,ASPA#943,Silver 1,1100.00,0,0
2023-10-30 11:41:01.514962,CHS#141,Silver 1,1100.00,0,0
2023-10-30 11:41:02.140583,MALI#797,Silver 1,1108.40,1,1
2023-10-30 11:41:02.672784,KSKU#830,Silver 1,1100.00,0,0
2023-10-30 11:41:03.216428,ROOK#815,Silver 1,1100.00,0,0
2023-10-30 11:41:03.868553,BIGP#342,Silver 1,1100.00,0,0
2023-10-30 11:41:04.751270,DRMC#839,Bronze 2,896.10,1,8
2023-10-30 11:41:05.232801,GLUE#152,Silver 1,1100.00,0,0
2023-10-30 11:41:05.715453,BOOG#286,Silver 3,1324.02,191,181
2023-10-30 11:41:06.192353,ZUPL#467,Bronze 2,889.26,3,10
2023-10-30 11:41:06.713240,MATH#579,Silver 1,1100.00,0,0
2023-10-30 11:41:07.416139,DARG#290,Bronze 1,734.39,0,8
2023-10-30 11:41:08.048782,BNCH#182,Silver 2,1312.29,44,40
2023-10-30 11:41:08.581704,GEIS#665,Silver 2,1215.13,109,124
2023-10-30 11:41:09.139109,HUMP#353,Silver 1,1100.00,0,0
2023-10-30 11:41:09.722372,JON#853,Gold 2,1610.85,462,455
2023-10-30 11:41:10.509389,MIZA#511,Silver 1,1100.00,0,0
2023-10-30 11:41:10.986905,TS#571,Silver 3,1376.85,210,228
2023-10-30 11:41:11.473883,WIS#385,Silver 1,1150.76,13,19
2023-10-30 11:41:12.099453,FENN#405,Silver 1,1100.00,0,0
2023-10-30 11:41:12.636440,SYOB#738,Silver 1,1100.00,0,0
2023-10-30 11:41:13.145934,CON#646,Silver 1,1100.00,0,0
2023-10-30 11:41:13.876237,META#657,Silver 2,1221.38,11,16
2023-10-30 11:41:14.397426,JIUS#426,Silver 1,1100.00,0,0
2023-10-30 11:41:15.594185,KARM#287,Silver 1,1100.00,0,0
2023-10-30 11:41:16.319594,OFGV#998,Gold 1,1441.81,186,192
2023-10-30 11:41:16.942768,KAIR#282,Silver 1,1100.00,0,0
2023-10-30 11:41:17.580364,FOUR#429,Silver 1,1100.00,0,0
2023-10-30 11:41:18.485716,GIND#100,Silver 1,1100.00,0,0
2023-10-30 11:41:19.500784,PHIL#499,Silver 1,1100.00,0,0
2023-10-30 11:41:20.353309,FD#299,Silver 1,1100.00,0,0
2023-10-30 11:41:22.028504,JTC#738,Silver 1,1100.00,0,0
2023-10-30 11:41:22.735045,DUMB#474,Silver 1,1066.19,9,12
2023-10-30 11:41:23.406292,BAPPO#1,Bronze 3,948.14,6,13
2023-10-30 11:41:24.216848,WISL#525,Bronze 3,1004.07,6,14
2023-10-30 11:41:24.838027,HYAT#770,Bronze 3,938.77,71,113
2023-10-30 11:41:25.979938,OWW#856,Silver 1,1100.00,0,0
2023-10-30 11:41:26.591948,TRUV#143,Silver 1,1100.00,0,0
2023-10-30 11:41:27.200098,PIG#864,Bronze 3,955.78,0,5
2023-10-30 11:41:28.162044,SAND#412,Silver 1,1100.00,0,0
2023-10-30 11:41:28.684466,LEVN#864,Silver 1,1100.00,0,0
2023-10-30 11:41:29.280048,LU#676,Silver 1,1100.00,0,0
2023-10-30 11:41:29.952206,OGB#261,Silver 1,1100.00,0,0
2023-10-30 11:41:30.637089,SMVE#150,Silver 1,1100.00,0,0
2023-10-30 11:41:32.524852,ZOX#492,Silver 1,1100.00,0,0
2023-10-30 11:41:33.148206,GAMR#195,Silver 1,1100.00,0,0
2023-10-30 11:41:33.764536,NEF#510,Silver 1,1100.00,0,0
2023-10-30 11:41:34.364049,YERA#917,Bronze 1,748.86,6,32
2023-10-30 11:41:35.187037,QADR#214,Silver 1,1100.00,0,0
2023-10-30 11:41:35.695244,KLNO#326,Silver 1,1100.00,0,0
2023-10-30 11:41:36.360473,DARK#745,Silver 1,1100.00,0,0
2023-10-30 11:41:37.041507,LEO#748,Silver 1,1100.00,0,0
2023-10-30 11:41:37.654657,MIOS#802,Silver 1,1100.00,0,0
2023-10-30 11:41:38.245636,AIR#264,Bronze 2,826.10,1,7
2023-10-30 11:41:38.803731,OLD#261,Silver 1,1100.00,0,0
2023-10-30 11:41:39.335697,ZACK#973,Bronze 2,798.45,9,35
2023-10-30 11:41:39.929351,LOLE#429,Silver 1,1100.00,0,0
2023-10-30 11:41:41.014953,JORB#416,Silver 1,1100.00,0,0
2023-10-30 11:41:41.554126,CHAV#991,Silver 1,1100.00,0,0
2023-10-30 11:41:42.072826,TAST#779,Silver 1,1100.00,0,0
2023-10-30 11:41:42.994672,KAIZ#613,Silver 1,1100.00,0,0
2023-10-30 11:41:43.480569,ZJMU#721,Silver 2,1264.58,23,24
2023-10-30 11:41:43.961733,CHX#167,Silver 1,1100.00,0,0
2023-10-30 11:41:44.465560,CMVU#901,Silver 1,1100.00,0,0
2023-10-30 11:41:44.943677,POOG#259,Silver 1,1058.93,2,6
2023-10-30 11:41:45.442763,DROW#57,Silver 1,1100.00,0,0
2023-10-30 11:41:46.055326,AIMV#174,Silver 1,1100.00,0,0
2023-10-30 11:41:46.565114,CABB#930,Silver 1,1100.00,0,0
2023-10-30 11:41:47.108338,SPCO#443,Silver 1,1100.00,0,0
2023-10-30 11:41:47.593523,DEME#395,Silver 1,1127.27,63,84
2023-10-30 11:41:48.164842,JAKE#321,Silver 2,1209.56,50,54
2023-10-30 11:41:48.669213,ABOU#139,Silver 1,1100.00,0,0
2023-10-30 11:41:49.199844,DAME#0,Bronze 2,821.17,4,12
2023-10-30 11:41:49.721751,PROJ#975,Silver 1,1100.00,0,0
2023-10-30 11:41:50.303098,CUBE#636,Bronze 3,984.03,16,29
2023-10-30 11:41:50.887583,JIMY#631,Silver 1,1100.00,0,0
2023-10-30 11:41:51.789349,GIFI#646,Silver 1,1100.00,0,0
2023-10-30 11:41:52.588839,ABDU#632,Silver 1,1100.00,0,0
2023-10-30 11:41:53.337520,ASH#195,Silver 1,1100.00,0,0
2023-10-30 11:41:53.938673,JOSH#473,Silver 1,1100.00,0,0
2023-10-30 11:41:54.553212,SALT#903,Silver 1,1100.00,0,0
2023-10-30 11:41:55.204748,ZOLO#497,Silver 1,1117.71,1,2
2023-10-30 11:41:55.815166,MIXON#0,Bronze 3,1020.02,4,14
2023-10-30 11:41:56.333042,BOOF#606,Silver 1,1100.00,0,0
2023-10-30 11:41:56.911488,MONT#529,Silver 1,1100.00,0,0
2023-10-30 11:41:57.576115,APPO#811,Silver 1,1100.00,0,0
2023-10-30 11:41:58.055727,QUAS#897,Silver 1,1100.00,0,0
2023-10-30 11:41:58.640733,WILL#64,Silver 2,1271.88,10,11
2023-10-30 11:41:59.152456,SOLO#275,Silver 1,1100.00,0,0
2023-10-30 11:41:59.706574,HIM#130,Bronze 2,777.92,63,171
2023-10-30 11:42:00.231247,BOWL#876,Silver 1,1100.00,0,0
2023-10-30 11:42:00.824305,ME#123,Silver 1,1100.00,0,0
2023-10-30 11:42:01.312072,MENT#465,Gold 3,1709.58,134,117
2023-10-30 11:42:01.788235,VAMP#965,Silver 1,1100.00,0,0
2023-10-30 11:42:02.676242,TREN#517,Silver 1,1100.00,0,0
2023-10-30 11:42:03.359311,BIRD#894,Silver 1,1100.00,0,0
2023-10-30 11:42:03.992277,CATS#865,Silver 1,1100.00,0,0
2023-10-30 11:42:04.672976,MATT#653,Silver 1,1100.00,0,0
2023-10-30 11:42:05.314627,SALT#875,Silver 1,1100.00,0,0
2023-10-30 11:42:05.892945,PERC#121,Bronze 2,875.26,1,7
2023-10-30 11:42:06.700353,VINC#662,Silver 1,1100.00,0,0
2023-10-30 11:42:07.334280,RENZ#790,Silver 1,1100.00,0,0
2023-10-30 11:42:07.944013,TAS#685,Silver 1,1100.00,0,0
2023-10-30 11:42:08.489649,EDI#473,Silver 1,1100.00,0,0
2023-10-30 11:42:09.000128,REAP#160,Silver 1,1100.00,0,0
2023-10-30 11:42:09.598620,ANNA#953,Silver 1,1100.00,0,0
2023-10-30 11:42:10.094036,TL#336,Silver 1,1100.00,0,0
2023-10-30 11:42:10.603838,HDN#463,Silver 1,1100.00,0,0
2023-10-30 11:42:11.229204,CC#487,Silver 1,1100.00,0,0
2023-10-30 11:42:11.751113,NOTA#308,Silver 1,1100.00,0,0
2023-10-30 11:42:12.522882,VONS#576,Silver 1,1100.00,0,0
2023-10-30 11:42:13.358527,RYLE#849,Silver 1,1100.00,0,0
2023-10-30 11:42:13.844931,PAT#471,Bronze 1,735.68,18,67
2023-10-30 11:42:14.417715,BLAZ#674,Silver 1,1100.00,0,0
2023-10-30 11:42:14.974447,PORT#633,Silver 1,1100.00,0,0
2023-10-30 11:42:15.448860,DUCA#613,Silver 1,1100.00,0,0
2023-10-30 11:42:15.935978,YOYO#421,Silver 1,1100.00,0,0
2023-10-30 11:42:16.452434,WEST#373,Silver 1,1100.00,0,0
2023-10-30 11:42:16.949738,DARK#609,Silver 1,1100.00,0,0
2023-10-30 11:42:17.437064,HUNT#122,Silver 1,1100.00,0,0
2023-10-30 11:42:18.004529,JPRO#349,Silver 1,1100.00,0,0
2023-10-30 11:42:18.468615,DYLA#672,Silver 1,1100.00,0,0
2023-10-30 11:42:18.966045,FUJJ#145,Bronze 1,688.52,5,19
2023-10-30 11:42:19.623727,CALT#839,Silver 1,1100.00,0,0
2023-10-30 11:42:20.191932,WAFL#558,Silver 1,1100.00,0,0
2023-10-30 11:42:20.758492,LOAD#420,Silver 1,1100.00,0,0
2023-10-30 11:42:21.305155,RACC#941,Silver 2,1217.88,3,4
2023-10-30 11:42:21.800862,TJSN#986,Silver 1,1100.00,0,0
2023-10-30 11:42:22.349875,SOUP#100,Bronze 3,999.98,0,4
2023-10-30 11:42:22.878488,CHSE#180,Silver 3,1318.11,93,91
2023-10-30 11:42:23.652387,XENO#474,Silver 1,1100.00,0,0
2023-10-30 11:42:24.258441,VEGI#144,Silver 1,1100.00,0,0
2023-10-30 11:42:25.371325,YURR#132,Silver 1,1178.42,28,33
2023-10-30 11:42:26.189512,SUKE#153,Silver 1,1100.00,0,0
2023-10-30 11:42:26.902990,SOUR#240,Silver 1,1100.00,0,0
2023-10-30 11:42:27.425603,MATA#614,Bronze 2,881.50,0,5
2023-10-30 11:42:28.276362,MEOW#582,Silver 3,1342.38,26,27
2023-10-30 11:42:28.876617,MONY#553,Silver 1,1100.00,0,0
2023-10-30 11:42:29.704487,SLAM#695,Silver 1,1100.00,0,0
2023-10-30 11:42:30.515199,ADHD#420,Gold 1,1440.35,120,123
2023-10-30 11:42:31.371743,LEB#0,Silver 2,1306.15,6,5
2023-10-30 11:42:31.966915,DOUG#266,Silver 1,1056.78,0,1
2023-10-30 11:42:32.485323,GAWT#995,Silver 3,1320.13,45,46
2023-10-30 11:42:33.218213,CATS#537,Silver 3,1373.39,36,38
2023-10-30 11:42:34.055596,VOX#361,Silver 2,1258.90,19,24
2023-10-30 11:42:35.146108,TREE#312,Silver 1,1100.00,0,0
2023-10-30 11:42:36.024167,SSMG#879,Bronze 1,672.41,9,45
2023-10-30 11:42:36.967323,EXTE#100,Silver 1,1100.00,0,0
2023-10-30 11:42:37.635781,COAL#375,Silver 2,1212.37,23,24
2023-10-30 11:42:38.321310,MIST#957,Silver 1,1056.57,2,4
2023-10-30 11:42:38.904169,IDON#983,Silver 1,1100.00,0,0
2023-10-30 11:42:39.696407,HIGM#693,Silver 1,1100.00,0,0
2023-10-30 11:42:40.266371,PPMA#720,Silver 1,1100.00,0,0
2023-10-30 11:42:40.887569,TSS#500,Silver 1,1100.00,0,0
2023-10-30 11:42:41.683479,JSMA#226,Bronze 3,997.27,1,4
2023-10-30 11:42:42.285076,BLKY#395,Silver 1,1100.00,0,0
2023-10-30 11:42:43.093938,ALES#686,Silver 1,1100.00,0,0
2023-10-30 11:42:43.814229,DIN#267,Bronze 1,764.14,8,25
2023-10-30 11:42:44.571946,BLSK#241,Bronze 3,987.46,4,8
2023-10-30 11:42:45.239740,LOST#802,Silver 1,1100.00,0,0
2023-10-30 11:42:45.778291,GRIF#430,Silver 1,1100.00,0,0
2023-10-30 11:42:46.391666,MILK#384,Silver 1,1100.00,0,0
2023-10-30 11:42:47.131438,SOGY#316,Silver 1,1100.00,0,0
2023-10-30 11:42:47.819056,LIL#143,Silver 1,1100.00,0,0
2023-10-30 11:42:48.403685,CKB#191,Bronze 2,832.55,4,17
2023-10-30 11:42:49.153445,SDLO#636,Bronze 3,924.93,0,5
2023-10-30 11:42:49.707708,NIXN#342,Gold 1,1484.28,87,86
2023-10-30 11:42:50.279062,HERR#284,Bronze 3,1039.87,9,17
2023-10-30 11:42:50.798987,JERE#232,Silver 1,1100.00,0,0
2023-10-30 11:42:51.467239,NOTL#626,Silver 1,1100.00,0,0
2023-10-30 11:42:52.208762,OHNO#407,Silver 1,1100.00,0,0
2023-10-30 11:42:53.217682,ONYX#666,Silver 1,1100.00,0,0
2023-10-30 11:42:54.095196,MURI#510,Bronze 3,1004.02,13,22
2023-10-30 11:42:54.859868,GLOC#717,Silver 1,1100.00,0,0
2023-10-30 11:42:55.651968,JMON#792,Silver 1,1100.00,0,0
2023-10-30 11:42:56.243521,SCOT#870,Silver 1,1100.00,0,0
2023-10-30 11:42:57.201923,DFEA#633,Silver 1,1100.00,0,0
2023-10-30 11:42:57.937666,BIRD#808,Silver 1,1100.00,0,0
2023-10-30 11:42:58.630213,YANK#839,Silver 1,1100.00,0,0
2023-10-30 11:42:59.318356,ICE#184,Silver 1,1100.00,0,0
2023-10-30 11:43:00.000388,TEAV#782,Silver 1,1100.00,0,0
2023-10-30 11:43:00.839521,LBOX#444,Bronze 3,952.52,2,9
2023-10-30 11:43:02.164142,BAKKEN#1,Bronze 3,952.88,12,27
2023-10-30 11:43:03.922076,ASQ#460,Silver 1,1100.00,0,0
2023-10-30 11:43:04.428611,POG#955,Silver 3,1359.10,100,109
2023-10-30 11:43:05.105316,XELI#506,Silver 1,1100.00,0,0
2023-10-30 11:43:06.009305,YUNG#218,Silver 1,1100.00,0,0
2023-10-30 11:43:06.865690,CARL#303,Silver 1,1100.00,0,0
2023-10-30 11:43:08.152668,MEEZ#166,Silver 1,1100.00,0,0
2023-10-30 11:43:09.926292,GUBE#159,Silver 1,1100.00,0,0
2023-10-30 11:43:10.657105,CLRK#869,Silver 1,1100.00,0,0
2023-10-30 11:43:11.261854,HANNA#59,Silver 2,1304.31,33,32
2023-10-30 11:43:12.124908,STOVE#7,Bronze 3,997.91,74,98
2023-10-30 11:43:13.558053,OMNI#916,Silver 1,1166.87,20,27
2023-10-30 11:43:14.196501,TEN#10,Bronze 2,793.41,1,9
2023-10-30 11:43:14.776009,GGWP#180,Silver 1,1100.00,0,0
2023-10-30 11:43:15.626788,MICH#349,Silver 1,1100.00,0,0
2023-10-30 11:43:16.349684,DEEZ#303,Silver 1,1100.00,0,0
2023-10-30 11:43:17.037690,ROOR#156,Silver 1,1100.00,0,0
2023-10-30 11:43:18.960185,MISA#202,Silver 3,1333.40,9,12
2023-10-30 11:43:19.426747,XOXO#316,Silver 1,1100.00,0,0
2023-10-30 11:43:20.004005,LOVE#593,Silver 1,1100.00,0,0
2023-10-30 11:43:20.655951,BOOT#918,Silver 1,1100.00,0,0
2023-10-30 11:43:21.593023,KENP#503,Silver 1,1100.00,0,0
2023-10-30 11:43:22.856789,MKLS#245,Silver 2,1287.38,39,49
2023-10-30 11:43:23.515393,SWIM#536,Silver 1,1100.00,0,0
2023-10-30 11:43:24.740923,ECZI#743,Silver 1,1100.00,0,0
2023-10-30 11:43:25.291118,EDEL#381,Bronze 1,502.26,63,435
2023-10-30 11:43:26.282455,SMIP#356,Silver 1,1100.00,0,0
2023-10-30 11:43:26.923949,VIPR#836,Silver 1,1100.00,0,0
2023-10-30 11:43:27.499749,VIK#173,Silver 1,1100.00,0,0
2023-10-30 11:43:28.080193,PDAY#0,Silver 1,1100.00,0,0
2023-10-30 11:43:28.589997,FLIZ#608,Silver 1,1100.00,0,0
2023-10-30 11:43:29.143179,MARK#520,Silver 3,1356.93,59,65
2023-10-30 11:43:29.824945,KENS#856,Silver 1,1100.00,0,0
